product,list_price,average_rating,user_rating,user,location,athleticType,ageRange,bodyType,like,not_like,fit,title,datePublished,text,responseDate,response,helpfulYes,helpfulNo
"Surge Short
7""",68,3.3 out of 5,5 out of 5,GENE,,RUNNER,25-34,MUSCULAR,,,,Great Shorts,1/17/15,Absolutely the best running shorts around hands down. BUT i noticed mine are falling apart only have a few months of wear. The seam where the zipper pocket is glued together has came completely apart. Not something i would expect from a 60$ pair of running shorts.,17-Jan-15,"Hi Gene,
Thanks for reaching out. You shouldn't be experiencing this with your Surge Short 7"". We would love to make sure you are in gear that's working well for you. If you could reach out to our GEC at 1.877.263.9300, or pop into your local store, they would be happy to help you out with a quick solution.",0,0
"Surge Short
7""",68,3.3 out of 5,5 out of 5,HARRY,"HONOLULU, HI, USA",SWEATY GENERALIST,25-34,ATHLETIC,"comfort, material, length, quality",,,I will go ALL DAY with this,12/19/14,"I, like another reviewer of these shorts, used to wear Nike running shorts. Now I want to fill my entire shorts drawer with Lululemon 7"" Surge shorts. I want one for each day of the week, plus a few extra in case I need to change one out during the day.",,,0,0
"Surge Short
7""",68,3.3 out of 5,4 out of 5,RUNNINGJOE,"HOUSTON, TX, USA",RUNNER,18-24,ATHLETIC,"fabric, colors, functionality, details",a bit pricey,,My thoughts,11/4/14,"All my running gear use to be from nike. I tried these on the store and immediately bought two pairs. There's something really special about the fabric. It feels very light, silky, and breathable. I really like all the special details. The liner isn't too restricting. The color combinations are very modern and hip. My only concern was not having the 5 inch surge shorts available at the store. I would have liked to see how those fit better.",,,0,0
"Surge Short
7""",68,3.3 out of 5,4 out of 5,STEVO25,"NASHVILLE, TN, USA",RUNNER,35-44,LEAN,"length, liner, pattern, weight",pockets,,Perfect Running Short???,10/15/14,I absolutely love this short. Length is great. Liner is perfect. Material super light and doesn't weigh down when wet.,,,0,0
"Surge Short
7""",68,3.3 out of 5,5 out of 5,INNERPEACE,ALBANY NY,RUNNER,35-44,ATHLETIC,"comfortable, look good, nice liner, don't stink",,,Awesome!,10/11/14,"I run A LOT! I have owned many pairs of running shorts, and these by far are my favorite. They wick sweat well, are as comfortable on mile 18 as mile 1, and look good. I've also worn them for CrossFit and yoga and they perform equally as well. Great buy!",,,0,0
"Surge Short
7""",68,3.3 out of 5,5 out of 5,PREPPYPUGILIST,"PITTSBURGH, PA, USA",SWEATY GENERALIST,18-24,SLIM,"fit, length, durability, built in liner, vents on side",needs more colors,,Absolutely amazing!,9/11/14,Have tons of different running shorts and none come close to these! They are super comfortable and the perfect fit/length. I like my shorts a little tighter and a little above the knee and these are perfect for that.,,,3,0
"Surge Short
7""",68,3.3 out of 5,5 out of 5,THEONLYTRAILRUNNER,"SUCCASUNNA, NJ",RUNNER,18-24,LEAN,"lightweight, fits well",could use more/larger pockets,,fast shorts,9/6/14,"first off; i love the elastic band to hold your shirt, because i pretty much take my shirt off a few miles into every run. they are a good length for me (at 6' 10""). they are light and have a comfortable liner that never irritates on the longest of runs. the zipper pocket is nice but only big enough for a key or ipod. overall my favorite running shorts to date. i would love if they came in white...",,,3,0
"Surge Short
7""",68,3.3 out of 5,5 out of 5,LJORDAN13,"WEST HOLLYWOOD, CA",SWEATY GENERALIST,25-34,ATHLETIC,"comfort, functionality, fit, looks great",,,Obsessed with these shorts!,5/26/14,I love these shorts so much I had to review them. I now own 7 pairs in 5 colors/patterns and obviously they're not cheap... but they are THAT good!,,,3,0
"Surge Short
7""",68,3.3 out of 5,5 out of 5,CHRISTIAN92,"HOUSTON, TX, USA",SWEATY GENERALIST,35-44,,,,,Worth it,4/29/14,"I'm more of a $15 Academy shorts guy so I never thought I would own a pair that cost over $60. You definitely get what you pay for. I just got the Surge Shorts III, they fit great, stay dry, you can hardly tell they are there. When I walk it feels like my wife is brushing her hand over my butt with every step, so I will be buying more of them needless to say ;-)",,,3,0
"Surge Short
7""",68,3.3 out of 5,2 out of 5,ERIK,"KENORA, ON P0V, CANADA",SWEATY GENERALIST,18-24,MUSCULAR,"length, fit, colour","liner, lack of pockets",,"Shorts are great, minus the liner",4/28/14,"I love the shorts. They look great. I only had two issues. There is no pocket high enough to stick an iPod in. My headphones don't reach all the way down to the one zipper pocket on the thigh. The main issue was the liner. Some guys might dig it but for me personally it just bunched everything up and was very uncomfortable. Im perfectly fine with trunk liners, but not brief liners. I loved the shorts so much I just cut out the liner. I wear them for running and cross fit. After cutting out the liner I have no complaints.",,,3,0
"Surge Short
7""",68,3.3 out of 5,2 out of 5,KEKOA808,"JOINT BASE LEWIS-MCCHORD, WA, USA",SWEATY GENERALIST,25-34,SOLID,"length, fit, colors, price",quality of materials,,One Pair Great Other Pair Not So Much,4/3/14,So I got two pairs. And it isn't fair to say they suck or are perfect. My black ones I love they are great I wear them for strongman and crossfit. They look brand new even after a few washed and the liner is comfortable which was a surprise as I dont really like liners in shorts and never understood why they insist on putting them in every pair.,3-Apr-14,"Hi Kekoa808,
We're so glad to hear that one of your shorts have been amazing. As far as the other, is it possible to swing into your local store or email online@lululemon.com to see what solution we can find?",3,0
"Surge Short
7""",68,3.3 out of 5,2 out of 5,KEVIND,"TORONTO, ON, CANADA",SWEATY GENERALIST,35-44,ATHLETIC,"the cut, look",the smell,,great at first... but then,3/4/14,"For the first few weeks I had these shorts I thought they were amazing - then the smell, oh the smell!! Something about the coolmax fabric makes these shorts absolutely stink after a workout - to the point I disgust myself. I swear I dont smell that bad, it's like during my workout an animal goes up my shorts, dies and decomposes.",,,3,0
"Surge Short
Light 7""",68,2.6 out of 5,4 out of 5,LOGANLEE,"NASHVILLE, TN, USA",RUNNER,18-24,ATHLETIC,"material, lightness",,roomy,Great casual athletic short.,2/20/18,"I bought these on sale looking for a good alternative to a bathing suit and I was not disappointed. These shorts are sheer, breathable, light, and great for just about anything outside. They aren't as good for running as the surge short, but for hiking, sports, sweating, swimming, and most else they are great. Would've appreciated a slightly larger pocket or a small side pocket.",,,0,0
"Surge Short
Light 7""",68,2.6 out of 5,2 out of 5,JOESZ,,,,,"phone holder, weight",chaffing,,Love the weight. NOT great for long runs,12/27/17,"I was told these would be great for marathon runs. Can't remember the name of the pair i normally wear, but the standard lulu shorts with compression liner. i've run 3 marathons in them. could not recommend them more, however the surge short lead to severe chaffing and very uncomfortable on long runs. love the phone holder though.",,,0,0
"Surge Short
Light 7""",68,2.6 out of 5,1 out of 5,RUNTHEHALF,"CHARLOTTE, NC, USA",RUNNER,25-34,ATHLETIC,comfort,quality,,Comfortable but very poor quality,10/15/17,"My wife bought me these for my Birthday. I loved the shorts as they’re very comfortable. However, I only wore them twice and they’ve already begun to pill. For the price you pay you’d think they would last forever.",16-Oct-17,"Hi Runthehalf,
I’m sorry to hear about the pilling that you’re experiencing. We stand behind the quality of our gear and would love to make this right. Keep your eye out for an email headed your way.",0,0
"Surge Short
Light 7""",68,2.6 out of 5,3 out of 5,STAYFIT24,,,,,"super light, great for hot weather runs",delicate material,,Great Shorts with Warning,8/7/17,"I love how light these shorts are, but you have to be aware of the delicate nature. After one wear the material snagged on my leg hair. Now they look permanently wrinkled. I can continue to wear them, but they look awful. I have not had any issue with the ""non-light"" surge short. I wish I had known about the issue so I would have stayed with the regular surge short.",,,0,0
"Surge Short
Light 7""",68,2.6 out of 5,1 out of 5,DAVERUNSANDTALKS,"TORONTO, ONTARIO",RUNNER,35-44,ATHLETIC,"weight, fit",chaffing,snug,Great Fit - Except for the Chafing,7/24/17,"I spent quite a bit of time in store (not usual for me) asking about the best shorts for me. These shorts were a departure for me, I don't usually get shorts with briefs. However, I was assured by the salespeople (there were two) that this would be great for long distance running (Marathon). I bought. The first wear was great. Short run, the shorts felt great, didn't even notice them, light and with the right fit.
My next run was also short, but this time, I did notice them, major chaffing. lots of pain in the inner thigh.
I tried one more run, lots of body glide applied in that area on both legs. This time I had chaffing in a new spot. I'm not sure if it is the material, or a lack of a full liner, but I can no longer where these shorts.",25-Jul-17,"Hey DaveRunsandTalks,
Thanks for taking the time to share your feedback. I would love to chat more about the chafing you’re experiencing so we can help turn your experience around. Keep your eye out for a follow-up email so we can continue this conversation.",0,0
"Surge Short
Light 7""",68,2.6 out of 5,2 out of 5,TROUTZILLA1,"AUSTIN, TX",SWEATY GENERALIST,35-44,ATHLETIC,light weight,pilling fabric,,"Great short, AWFUL material",7/20/17,"I will say that I loved the weight of these shorts, that's why I bought them in the first place. I've washed them twice and now they are falling apart before my eyes. The pilling on these shorts is worst I've seen on any pair of shorts that I've bought from here before. I would suggest going with the regular Surge Shorts instead of these Light ones. Very disappointed in this product!",20-Jul-17,"Hey Troutzilla1,
Thanks so much for sharing your thoughts today. We hear your disappointment and will be sending an email your way to follow up and lend a helping hand.
Speak soon.",0,0
"Surge Short
Light 7""",68,2.6 out of 5,2 out of 5,KDT11357,"CONNECTICUT, USA",RUNNER,45-54,LEAN,very light weight,brief liners,snug,LULU FAIL!,5/29/17,"i have loved, loved, lulu since 2006 and have purchased almost every product in multiple colors---i have personally praised lulu for its exception quality and thoughtful design---UNTIL i bought these short with the BRIEF liner.....WTF? you make the most amazing liners and underwear in history...luxtreme in T.H.E short to the perfect non technical liner in the pace breaker... WHY A BRIEF LINER IN THESE? chaffing (YES) uncomfortable (yes) generally annoying (yes).....please rethink the brief liners......",29-May-17,"Hey KDT11357,
Thanks for sharing your thoughts. We're sorry to hear the liner on your short is not working out for you and we'd love to help you find a fix. Keep your eyes peeled for an email we're sending your way.",0,0
"Surge Short
Light 7""",68,2.6 out of 5,2 out of 5,KNOX,ATLANTA,YOGI,18-24,ATHLETIC,fit,quality,,Quality felt great until washed,1/24/17,"I picked these up on a ""we made too much sale"" along with a pair of T.H.E shorts lintless. Both felt great prior to being washed and worn, and were great the first time I wore them. If you didn't have to wash these, that would be great. There are little tears coming at the seams on both pairs after being washed on delicate settings and dried cold. Unfortunately, there isn't too much I was hoping for after a second wash and they're pretty much unusable now.",25-Jan-17,"Hi Knox,
Oh dear, I'm sorry to hear of the ripping seams going on with your Surge Short 7 *Light, and I totally hear your frustration. We'd love to learn more and make things right, so I've sent you an email to chat more.",0,0
"Surge Short
Light 7""",68,2.6 out of 5,1 out of 5,PVLAX4,"MARYLAND, USA",SWEATY GENERALIST,25-34,MUSCULAR,lightweight comfort,quality,,"Great shorts, for the first two times I wore them",11/8/16,"I bought two pairs of surge lights a few months ago. Initial thoughts: great fit, comfortable, super light, and looked great. I had high expectations of Lululemon, based off other customers holding them in high regard and the high price point. I'm an avid gym goer. Expectations were met until the first time I was them. Keep in mind, I wash everything on a gentle cycle with warm water. I've never ruined any of my clothes. After I washed both shorts I knew there was an issue. The bottom third of the shorts were stretched and were permanently wrinkled. I tried to steam the wrinkles out with no luck. Both shorts exhibited this. Now the shorts are stretched and look disgusting with the permanent wrinkles (almost look like ruffles). I attribute this to the thin fabric not being able to hold it's formed integrity. Needless to say, I wasted $140 on two pairs of shorts that don't fit well and embarrassing to wear. I expected much more from my first pieces of Lululemon clothing. The closest B&M store is 2 hours away so I didn't have a chance to try to return them. I decided to give the company another shot and bought the regular surge shorts. So far so good, even after a few washes. We'll see how they hold up.",10-Nov-16,"Hi PVLAX4,
Thank you for taking the time to share your experience with the Surge Short with us. We would love to chat with you further to gather more information about what you're experiencing, we will be reaching out to you via email so we can work towards a resolution for you.",2,0
"Surge Short
Light 7""",68,2.6 out of 5,5 out of 5,RIPTIDE,"PORT CREDIT, MISSISSAUGA, ON, CANADA",RUNNER,25-34,LEAN,,,,Excellent All-Around Short,10/21/16,This is a great short - they feel very light but supportive. they look great (got the funky green and blue ones). great great great!,,,2,0
"Surge Short
Light 7""",68,2.6 out of 5,4 out of 5,SWIMMINGINSTEADOFRUNNING,"WICHITA, KS, USA",SWEATY GENERALIST,18-24,LEAN,,,roomy,Loved the shorts but disappointed,10/17/16,"I love these shorts, they are so comfy and I wear them as much as possible. But the reflective part on the bottom of the shorts began to peel off. I am afraid to wear them now because I don't want the reflective part to get completely ripped off. Disappointed because these shorts were so expensive and didn't last very long before they began to wear.",19-Oct-16,"Hi swimminginsteadofrunning,
Yikes, we're sorry to here that this is going on with your Surge Short. We stand behind our gear and would love to make things right for you. Keep an eye on your inbox - I've sent you an email to follow up and help.",2,0
"Surge Short
Light 7""",68,2.6 out of 5,5 out of 5,DCJAKE,"WASHINGTON, DC, USA",SWEATY GENERALIST,25-34,ATHLETIC,the whole shabang!,missing a larger phone pocket,just right,Swiss Army Shorts,8/3/16,"These shorts will do it all: From running, to yoga, to lifting, to lounge. They have made me love Lululemon shorts and there is no going back. Looking for comparison across any other brand, falls short and leaves you wondering why they even tried. These shorts will move and shift with you, unlike others that bunch and bind; they fit right in all the appropriate spaces and are the perfect weight and breath-ability for activity of all sorts. Running in these shorts gives you freedom and all the right storage. The only thing they leave me wanting for is a place to store a larger phone.",,,2,0
"Surge Short
Light 7""",68,2.6 out of 5,5 out of 5,NONICK,"PHOENIX, AZ, USA",SWEATY GENERALIST,35-44,MUSCULAR,,,just right,Like Wearing Air,7/26/16,"Love these. At 5""11 the length is just right.. The bit of transparency of the yellow is sharp.",,,2,0
"Surge Short
Light 7""",68,2.6 out of 5,2 out of 5,ACTIVEINHAWAII,HAWAII,RUNNER,18-24,ATHLETIC,,"length, too long",,"WHERE ARE THE 5"" SURGE SHORTS?",7/18/16,"I am an athletic male living in Hawaii and LOVE the surge shorts in 5"" NOT in 7"". I don't understand why you are discontinuing or phasing out the 5"" shorts? As someone who is 5'7, having shorts that are 2 inches shorter make a BIG difference. I was told that some of the shorts you manufacture can be hemmed to make them shorter, however, not the Surge shorts as their hem is ""fused"" instead of sewn. Please tell me that you are going to continue with another 5"" short style if not the Surge shorts. I am a loyal customer as I currently wear your products while hiking, running and doing yoga. I see that I am not the only customer who is asking for the FIVE inch shorts to be brought back. I have definitely recommended your 5"" shorts to friends but after trying on the 7"" ones, I cannot say that I will. On my frame they are too baggy as they are too long.",,,2,0
"Surge Short
Light 7""",68,2.6 out of 5,2 out of 5,EQQQQQQQQ,"SAN JOSE, CA, USA",RUNNER,18-24,LEAN,"super light, good for run, good for gym",not last long,just right,"Was Favorite shorts, until the zipper broke",6/29/16,Super Light! way Better than other brands and other Lulu short... I wear them everyday in Gym,29-Jun-16,"Hey EQQQQQQQQ,
Oh no - we're sorry to hear the zipper on your shorts broke, and totally hear your disappointment. We stand behind our gear and would like to chat this through toward a resolution, so keep an eye out for an email coming your way.",2,0
"Surge Short
Light 7""",68,2.6 out of 5,2 out of 5,GOPHERDOC,"MINNEAPOLIS, MN, USA",RUNNER,25-34,ATHLETIC,"quality, durability",too long,,"Where did the 5"" Surge Shorts Go?",6/28/16,"The 7inch shorts are too long to run in. The 5in surge shorts were absolutely perfect, where did they go? A 3 inch split short for distance runners would be awesome too!!! Fantastic quality, but too long.",,,2,0
"Surge Short
Light 7""",68,2.6 out of 5,1 out of 5,MOMTO5,MASSACHUSETTS,RUNNER,45-54,ATHLETIC,style,see through,,See through yellow (split pea),6/17/16,The shorts are completely see through!!!! Not what a guy wants! STAY AWAY,,,2,0
"Surge Short
Light 7""",68,2.6 out of 5,5 out of 5,RUNEVERYDAY40,"FAYETTEVILLE, AR, USA",RUNNER,35-44,ATHLETIC,,,,"Favorite shorts, until the zipper broke",6/5/16,"I purchased 4 pairs of lulu shorts for my husband, and the surge short is his favorite pair. He has had them for 2 months and the zipper broke off on the pocket. Other than that I would recommend.",6-Jun-16,"Hi Runeveryday40,
Thanks for taking the time to reach out and share your husbands experience with the Surge Short. We'd love to chat with you further to gather more information from you and work towards a resolution for the broken zipper. We'll be reaching out via email, so keep your eyes peeled on your inbox.",2,0
"Surge Short
Light 7""",68,2.6 out of 5,1 out of 5,BRNBABYBRN,"EDMONTON, AB",RUNNER,18-24,ATHLETIC,"lightweight, material, colour, fit",see-through,,Who designed the yellow shorts?,5/20/16,"First off, despite the 1 star rating, these shorts are really nice and lightweight and I'm sure the blue and black ones are fantastic. My issue is specifically with the yellow ones. They're slightly transparent and they have a black liner that shows right through. It just doesn't look good at all.",,,2,0
Metal Vent Tech Kit,178,5 out of 5,5 out of 5,CHICAGONUTRITIONIST,"CHICAGO, IL",SWEATY GENERALIST,35-44,MUSCULAR,"anti-stink technology, durability, fit, fabric",a bit pricier than regular tee-shirts,,Maybe the perfect tee-shirt,2/7/18,"Full disclosure: Once you start wearing Metal Vent Tech shirts - to work out, around the house, getting sweaty in hot weather - going back to regular tee-shirts feels like such a letdown. Put another way: These shirts are more expensive than your average tee-shirt, but the fit, breathability, durability, and feel are far superior. Once you try these, you'll probably buy more than one anyway, so why not start with a 3-pack in a neutral color like navy? (Lulu: Add more colors like black to the 3-pack please.) They're a better value too than buying a la carte. I take these everywhere. They travel well, feel comfortable to sleep in, and perform amazingly whether you do CrossFit or yoga. Durable fabric and you can wear them more than once without a wash (nobody needs to know!).",,,8,2
T.H.E. Sock,14,3.5 out of 5,2 out of 5,JEFFTHEAEROE,,,,,nice material,"slippery in shoe, heel bunches in shoe",,the 4 heel sock,8/6/18,I went to the Madison store while I was out of town for something fun and thought I'd try a higher end sock.,6-Aug-18,"Hey JeffTheAeroE,

Thanks for taking the time to share your feedback with us. I'm sorry to hear the T.H.E. Sock is not impressing! Keep an eye out for an email coming your way. Chat Soon!",0,0
T.H.E. Sock,14,3.5 out of 5,5 out of 5,GTURNER,"NEW JERSEY, USA",SWEATY GENERALIST,18-24,MUSCULAR,,,,Love them,7/31/18,Extremely comfortable and high quality pair of socks. Ordered multiple pairs after wearing them once.,,,0,0
"Pace Breaker Short 9""",68,3.3 out of 5,1 out of 5,ANONYMOUS,,,,,,,,New Liner is terrible,8/3/18,"The previous liner was perfect, this new one is ridiculously tight",,,0,0
"Pace Breaker Short 9""",68,3.3 out of 5,5 out of 5,SCOT,"BRENHAM, TX 77833, USA",SWEATY GENERALIST,35-44,SOLID,"comfort, durable",,,Great shorts!,8/3/18,"I own about 15 pairs of these Pacebreajers, and love them!! Super comfortable and durable. The first ones I bought look as good as the most recent, with the exception on one I stained up while changing out an AC unit!! great shorts, keep it up Lulu!!",,,0,0
"Pace Breaker Short 9""",68,3.3 out of 5,5 out of 5,MURF707,"FORT LAUDERDALE, FL, USA",SWEATY GENERALIST,25-34,ATHLETIC,,,,Great Everyday Shorts,8/3/18,"Let me start off by saying, I am not into yoga, but I am into the clothing. I think lululemon hits the nail on the head with their men's clothing. The shirts are great, but the pace breaker shorts are amazing. I prefer the 9"" with the liner built in, grab and go. The pockets are great, I like the zippered pocket for keys when I jog or work out at the gym. You can't go wrong with these shorts.",,,0,0
"Pace Breaker Short 9""",68,3.3 out of 5,5 out of 5,OTFER,"NEWPORT BEACH, CA, USA",SWEATY GENERALIST,55-65,SLIM,,,,"Comfort, Style and Purpose",8/2/18,"Men, listen up, these are the most comfortable shorts ever made! No chafing, pockets with a purpose and very stylish.",,,0,0
"Pace Breaker Short 9""",68,3.3 out of 5,4 out of 5,MAUIKNUTSON,"HAWAII, USA",SWEATY GENERALIST,45-54,CURVY,weight of material,,,Super lightweight,8/2/18,"This is great for hot yoga and running since it's super light weight. When it get's wet, it doesn't get bogged down. I prefer the thicker shorts for other workouts that involve lifting.",,,0,0
"Pace Breaker Short 9""",68,3.3 out of 5,1 out of 5,BRIANS,,,,,nothing about them,everythin about them...flimsy/thin material etc,,Cheap/crappy shorts,8/1/18,Hated the shorts. Inferior qualitycompared to other lilulemon shorts I have. Returned them.,,,0,0
"Pace Breaker Short 9""",68,3.3 out of 5,4 out of 5,KTTN,NY,SWEATY GENERALIST,25-34,SOLID,,,,Pace breaker shorts,7/29/18,Got these for my husband. He’ll loved them but I think the material is little different compared to his older pair. But no complaints so far.,,,0,0
"Pace Breaker Short 9""",68,3.3 out of 5,5 out of 5,DEUSFABER,"SEATTLE, WA",RUNNER,35-44,LEAN,,,,"Perfect hybrid shorts for workouts, runs, hikes.",7/26/18,"These shorts are super light with enough support from the liner. I use these all the time for runs, workouts, hikes. They're also great for lounging around on hot days.",,,0,0
"Pace Breaker Short 9""",68,3.3 out of 5,1 out of 5,ZENW,"MIAMI, FL, USA",YOGI,35-44,ATHLETIC,color,liner,,Terrible Liner Fit,7/23/18,"The short design and colors are nice, but the fit of the liner is terrible.",,,0,0
"Pace Breaker Short 9""",68,3.3 out of 5,1 out of 5,PAKC,"ARLINGTON COUNTY, ARLINGTON, VA, USA",SWEATY GENERALIST,25-34,ATHLETIC,fit,"quality, drawstring/waistband, liner",,Awful quality,7/22/18,"I have several pair of these shorts and I used to love them, but the quality has been going downhill. On the last 3 pair, the drawstring in the waistband gets tangled up into knots and it becomes very constricted. It's almost impossible to get the knots out. Also, the plastic tip on the drawstring almost always comes off. Lastly, the quality of the liner has become worse, as it rips quite easily.
Not going to be buying more of these shorts from here on out.",22-Jul-18,"Hey pakc,

Thanks for taking the time to pass along some feedback on the Pace Breaker Short Seawheeze. I'm sorry to hear the drawstring is causing you some problems. Keep an eye out for an email headed your way. Chat soon!",0,0
"Pace Breaker Short 9""",68,3.3 out of 5,1 out of 5,MATUAG,"ATLANTA, GA",SWEATY GENERALIST,35-44,ATHLETIC,,liner,,Terrible Liner Change,6/6/18,The new liner is atrocious; why would they change it!,,,0,0
"Pace Breaker Short 9""",68,3.3 out of 5,2 out of 5,AFC2004,,,,,color,"fit, liner, material",,Poor Quality,5/25/18,"I purchased this product Ao-Zome Battleship True Navy colorway. The material is not four-way stretch as the description claims. In fact, none of the shorts stretches at all apart from the liner. The liner is very loose and does not stay down and i find myself having to constantly pull it down. Also, the shorts flare outward and look very baggy almost as if it’s a skirt. It seems as if there is too much material by the pockets, causing the flaring. The fit is not what you would expect for a pair of gym shorts and does not appear similar to the picture. For the price, one would expect a form-fitting pair of gym shorts and I would not purchase again.",,,0,0
"Pace Breaker Short 9""",68,3.3 out of 5,1 out of 5,BUCNAKIT,NEW YORK,SWEATY GENERALIST,25-34,MUSCULAR,comfortable while they lasted.,poor quality,,Disappointed/Poor Quality,5/19/18,"Received these as a gift from my girlfriend after I was talking to her about want to try some lulu shorts because a friend recommends them. I wore them to the gym twice and s the second time I wore them I snagged them on a piece of equipment and ripped them, ended up throwing them away. Guess I’ll dtick to my under armor and Oakley.",,,0,0
"Pace Breaker Short 9""",68,3.3 out of 5,5 out of 5,ENTHUSIAST55,"DENVER, CO, USA",SWEATY GENERALIST,18-24,ATHLETIC,stylish & comfortable,,,Best Shorts Out There,4/29/18,"These shorts are absolutely perfect for me, I play hockey and workout all year long. From doing yoga, to running Red Rocks, to simply lifting weights in the gym these shorts have never let me down and they will continue to be my favorite shorts of all time.",,,0,0
"Pace Breaker Short 9""",68,3.3 out of 5,5 out of 5,REALSTEVIE,"TORONTO, ON, CANADA",,18-24,,,,,Excellent shorts,12/6/17,These shorts are really comfy and roomy. They look amazing and the quality is holding up nicely. I've been on several runs with these and they're my go-to shorts for the gym.,,,0,0
"Pace Breaker Short 9""",68,3.3 out of 5,3 out of 5,WESFIT,"BOSTON, MA",SWEATY GENERALIST,18-24,SLIM,"the nice color, the fit (awesome for crossfit)",pockets are too small virtually useless.,,Disappointed,8/4/17,"I am a huge fan of Lulu shorts as they are excellent for Crossfit wods. I own several pairs of the THE SHORT and decided to give the pace breaker a try. First off, I love the color and the fit. But the pockets are tiny compared to those on THE SHORT. My regular iPhone 6s barely fits in the pockets as it is so shallow. The zipper pocket is also useless as i cannot fit my phone or wallet into it with ease like I can with the THE SHORT.",,,0,0
"Pace Breaker Short 9""",68,3.3 out of 5,5 out of 5,ALEXSHOE,"CHICAGO, IL",SWEATY GENERALIST,25-34,ATHLETIC,,,,My favorite pair of LuLu shorts,7/28/17,These shorts are great for anyone who does alot of HIIT type workouts or lifting weights. My favorite thing about these shorts is the liner. The liner is comfortable and not too tight. I own a bunch of other types of Lulu shorts and the Luxtreme liner is much too tight on my legs and I find it uncomfortable. The liner in these shorts is awesome. Also there is ample storage.,,,0,0
"Pace Breaker Short 9""",68,3.3 out of 5,3 out of 5,BROCOLEMON,LOS ANGELES,,,,comfortable,"too roomy, waist rolls down",oversized,"Decent shorts, but roomier than i'd like and definite rolling issues",6/23/17,"This was my first ever lululemon purchase. I don't usually like spending this much on athletic gear, but figured i'd give them a shot. The shorts are extremely comfortable and very stretchy. I use them for crossfit and they are definitely a quality short for the variety of movements.",,,0,0
"Pace Breaker Short 9""",68,3.3 out of 5,4 out of 5,PLUMBERSCRACK4DAYS,"FRISCO, TX, USA",SWEATY GENERALIST,35-44,ATHLETIC,flexible,waistband,,"Bad*ss shorts, terrible waistbands...",5/16/17,"I've probably purchased 20+ pairs of these over the past few years and while I still love these shorts, I've noticed the waistbands are all rolling down lately. It was hit or miss in the past couple of years, but lately they are all rolling down and giving the ol plumbers crack during wods...sexy I know. Still can't find a better short on the market even with the funky waistband.",17-May-17,"Hey PlumbersCrack4Days,
Yikes. This doesn't sound good. We stand behind the quality of our gear and would love to know more about your experience with this. Keep your eye out, an email is on its way.",0,0
"Pace Breaker Short 9""",68,3.3 out of 5,4 out of 5,DASH22,"OTTAWA, ON, CANADA",YOGI,35-44,ATHLETIC,"fit, comfort, stretch",stink,roomy,Great shorts for Yoga,1/13/17,"I use these shorts primarily for hot yoga and I've owned about 6 pairs in the last 2 years. They stretch and bend in every way possible, they're light and roomy, they dry quickly and they don't ride up your leg when doing inversions. Great yoga shorts in my opinion. The only issue I've had, is that they develop a stink after a while if you don't wash or rinse them immediately. I now bring them in the shower with me and rinse with cold water after a session. The stink becomes difficult to wash out and comes back very quickly as with most synthetics. I really wish they made these shorts with Silverescent like they do with their shirts/tanks; they would then be the perfect yoga shorts!",,,0,0
"Pace Breaker Short 9""",68,3.3 out of 5,1 out of 5,YOGIFORAEONS,"SAN FRANCISCO, CA, USA",YOGI,25-34,ATHLETIC,,,just right,rolling for sure,11/17/16,"I agree with all other reviewers, while the material of these short is good, they are definitely rolling. In one hour of yoga class, I've to tuck them at least 4 times and its annoying. I don't want people to see my butt crack.",22-Nov-16,"Hey YogiForAeons,
Thanks for reaching out and sharing your feedback with us. I can totally understand where you're coming from and would love to help turn your experience around. Please keep your eyes peeled for a follow up email headed your way shortly.",0,0
"Pace Breaker Short 9""",68,3.3 out of 5,2 out of 5,DANTHEMAN93,,,,,comfort,durability,just right,Very Comfortable but liner didn't last,7/19/16,"I love these shorts, but I bought them a year ago and the liner has already started to wear multiple holes in them. I expected these shorts to last longer.",20-Jul-16,"Hi dantheman93,
Oh dear. Thanks for taking the time to share this feedback with us- we always want to ensure that our gear is performing for you as intended. Give our GEC a call at 1.877.263.9300 and they'll help work on a resolution with you.",0,0
"Pace Breaker Short 9""",68,3.3 out of 5,5 out of 5,GENEGENE,"MIAMI, FL, USA",SWEATY GENERALIST,25-34,ATHLETIC,,,,Love 'em,12/20/15,"love them. have been looking for a pair of shorts i can wear often without underwear. my ""boys"" are comfy. zip pocket is large enough for an Iphone6, thin wallet and car keys. don't understand why folks are complaining about the waistband… u gotta have a respectable gut for it to roll up. perfect to stay cool, dry and comfy in humid SoFla
highly recommend. Lulu rocks again",,,0,0
"Pace Breaker Short 9""",68,3.3 out of 5,2 out of 5,JUST2WIKID,,,,,,,,Agree about the rolling,11/13/14,I also have experienced the waistband rolling all the time. I wear a large and it is a good fit but the waistband does roll all the time and it makes it quite uncomfortable. I don't know what can be done about this.,13-Nov-14,"just2wikid
Thanks for reaching out about the concerns you're having with your shorts. We definitely stand behind the quality of our gear and want to see you in product that is working well for you. I recommend popping back into your local store so they can set up a quick resolution for you, or alternatively, feel free to give our GEC a call at 1.877.263.9300.",0,0
