product,price,userRating,averageRating,username,userLocation,athleteType,ageRange,bodyType,likes,dislikes,fit,reviewTitle,reviewDate,reviewText,responseDate,responseText,Helpful,NotHelpful,reviewLength,category,categoryType
"Pace Breaker Short
9""",68,3.5,5,PASTTHEPOTHOLES,"CANADA, BUT TRAVELING IN CENTRAL AND SOUTH AMERICA",SWEATY GENERALIST,35-44,ATHLETIC,,,,Amazing shorts,2017-10-02,"These are the most comfortable shorts I own! They are comfortable while running, hiking, doing yoga, playing squash, volleyball, and couch surfing. They have even doubled as a bathing suit when there was an unexpected trip to the beach.
I am wearing them now in Costa Rica as I write a blog (@pastthepotholes) about must have items for one year of travel!
These shorts were one of the first items in the bag!",,,0,0,408,bottom,shorts
"Pace Breaker Short
9""",68,3.5,1,CSJ1996,,,,,,,,Questionable Quality,2017-09-24,I have a few pairs that I love but the stiching is questionable. The stitching completely disintegrated on the inside upper thigh on one of my shorts exposing a hole making them unwearable. Definitely would not buy again,2017-09-26,"Hey CSJ1996,
Thanks for touching base with us. Oh no—a hole is not what we like to hear, and we stand behind the quality of our gear 100%. Please feel free to give our GEC a call at 1.877.263.9300 to continue this conversation.",1,0,220,bottom,shorts
"Pace Breaker Short
9""",68,3.5,1,NJRUNNER,NJ,RUNNER,25-34,ATHLETIC,,,,Poor stitching,2017-09-24,"I exclusively use LuLu products for when I run, but I received a pair of these shorts about a month ago and was very disappointed with the quality of them. I have had these shorts in the past and they have lasted (and are still in use) through several half-marathons and training runs. The pair I received last month lasted through 4 runs before I noticed ripping along the outer seams (the built in compression shorts remain in good condition) that lead up to the crotch. I can no longer use them because the rip had increased on the 4th run and now causes flapping. Overall, very disappointed with this latest pair.",2017-09-26,"Hi NJRunner,
Thank you for taking the time to share your feedback. We'd like to turn this around and ensure your gear is providing long-lasting performance for you. Since it sounds like this isn't the case, please keep an eye on your inbox so we can get to work on a solution for you.",2,0,617,bottom,shorts
"Pace Breaker Short
9""",68,3.5,5,SPINMAN,SCOTTSDALE AZ,CYCLIST,OVER 65,ATHLETIC,,,,Best I ever have worn,2017-09-21,"These shorts are too good have two pairs now can't wear any other brand to workout in. Comfortable, Breathable,Not cheap but well worth the money, Wish they would make red ones.",,,0,1,177,bottom,shorts
"Pace Breaker Short
9""",68,3.5,4,HODAK14,"TOLEDO, OH",SWEATY GENERALIST,18-24,ATHLETIC,,,,Pace Breaker Shorts,2017-09-21,"I really love these shorts they are great for running and relaxing. The pockets hold everything in them which is huge when I run, because I hate when I go for a run and my belongings fly out. The material is super stretchy and soft so it leaves a lot of room for movement! My only issue is that the end of my waist band strings is starting to fall apart other than that they are by far my favorite pair of shorts. I have the white, navy blue and black pairs!",2017-09-21,"Hey Hodak14,
Thanks for taking the time to reach out today. We stand behind the quality of our gear and are sorry to hear your gear isn't performing. Give our GEC a call at 1.877.263.9300 so they can follow up and chat.",1,0,458,bottom,shorts
"Pace Breaker Short
9""",68,3.5,4,MIKEYCHARLES7,"CHICAGO, IL",RUNNER,25-34,ATHLETIC,"comfort, look, versatility, zipper pocket",durability,,Favorite Running/Lounging/Everything Shorts Except...,2017-09-21,"I have 2 pairs of these that I wear to do pretty much anything but the inside liner has ripped in both of them right in the inner leg/crotch in the same spot which is unfortunate because it makes it slightly uncomfortable after running sometimes. Otherwise, these are the most comfortable shorts in the game.",2017-09-21,"Hey MikeyCharles7,
Thanks so much for sharing your thoughts today. We stand behind the quality of our gear and will be in touch shortly via email to follow up and help!
Chat soon.",1,0,308,bottom,shorts
"Pace Breaker Short
9""",68,3.5,3,TWEST,"GRENADA, MS",RUNNER,45-54,ATHLETIC,"length, comfort, amount of pockets, fit",material dependability,,"My favorite running shorts, but...",2017-09-15,"I got 2 pair of these as a gift about 6-8 months ago. Love everything about these shorts, my most favorite running shorts. The only problem I have has occurred with both pair. A large hole has formed on the inner liner fabric in the crotch area on both pair. One pair, though, another large hole has formed in the outer layer as well. I have actually really enjoyed these shorts.",2017-09-18,"Hey TWest,
Thanks so much for sharing your thoughts today. We stand behind the quality of our gear and will be in touch shortly via email to follow up and help!
Chat soon.",2,0,379,bottom,shorts
"Pace Breaker Short
9""",68,3.5,2,JNIETO1530,,RUNNER,35-44,ATHLETIC,,inner liners,,Lululemon Pace Breaker/Response shorts' inner liners faulty,2017-09-14,"I started buying the response shorts aka pace breaker shorts 5 yrs ago and in less than a year, the inner liners started going thin at the bottom crotch area and thus breaking apart, resulting in holes/gaps. I took two of them in for repair at the time and was replaced. I thought I had worn them out by wearing them too much and so bought more so I can rotate them. However, I just delayed the inevitable. I have at least 10 shorts and one by one, it is slowly happening again. Lululemon does not provide repairs to inner liners anymore, which is very disappointing seeing how the quality of the liners has been extremely poor for years now and I am sure they know seeing the plethora of feedback on such. At the very least, provide liners at cheap cost for replacement. I would've been ok with that but we are forced to spend >$68 for new pairs now. Great shorts for a couple of months but like chinese knock offs, it will deteriorate after that.
Think twice about getting these shorts. I have already stopped getting them a long time ago.",2017-09-15,"Hey jnieto1530,
We stand behind the quality of our gear and will be in touch shortly via email to follow up and help!
Chat soon.",1,0,1041,bottom,shorts
"Pace Breaker Short
9""",68,3.5,1,KPMACDONALD,"HALIFAX, NS",SWEATY GENERALIST,18-24,ATHLETIC,"lightweight, handy pocket",liner lost elasticity completely,,Could have been amazing!,2017-09-14,"These shorts are super light and a great length. The zippered pocket is awesome for your phone at the gym but could be a tad bit bigger.
Unfortunately the liner of these shorts was the real downside. When I bought them, the liner was fairly tight and stayed in place on my legs, but has now lost all of the elasticity and ride up, even when just going from sitting to standing. Could be an awesome short if the liner was more comparable to the luxtreme liner and did not lose all elasticity in a few months.",2017-09-15,"Hey KPMacDonald,
We stand behind the quality of our gear so I'm really sorry to hear you're experiencing retention loss with the liner of your Pace Breaker Short 9"". An email is headed your way to help so stay tuned.
Chat soon.",1,0,507,bottom,shorts
"Pace Breaker Short
9""",68,3.5,5,TDID,"MONTREAL, QC, CANADA",YOGI,35-44,SLIM,,,,Thank you for making a comfortable liner!,2017-09-13,"I wear these shorts for yoga class. I appreciate that the liner is supportive, yet comfortable and I don't need to readjust it between poses. No issues with the waistband. I have laundered them a few times and they hold their shape really well.",,,1,0,244,bottom,shorts
"Pace Breaker Short
9""",68,3.5,5,MUSKIENATE,"CHINO, CA, USA",SWEATY GENERALIST,18-24,SOLID,waistband,9in cut would be better if it was 7in,,great shorts,2017-09-10,waistband is very adjustable. Holding up well and still some of my favorites. Wish they came in a 7in length cut.,,,1,0,113,bottom,shorts
"Pace Breaker Short
9""",68,3.5,5,DTOWNSTRENGTHCOACH,"DALLAS, TX, USA",SWEATY GENERALIST,25-34,ATHLETIC,"durable, stylish",liner doesn't replace underwear,,Amazing shorts!,2017-09-04,"Of all the shorts that I have had, these are my favorite. I have a pair that I received two years ago, and it still looks new after olympic lifting, stretching in many different ways, and even literally ""butt walking"" on the gym floor. They still look new, smell new (when clean, of course), and are as comfortable as ever.",,,0,0,323,bottom,shorts
"Pace Breaker Short
9""",68,3.5,2,ROCKLAX11,,RUNNER,45-54,MUSCULAR,,,,Waistband not good,2017-08-31,Bought 3 pairs of these shorts. Overall the waistband construction is not good. May be a design flaw. The band flops over and has not much structure to it. After one washing all the shorts had same issue. You'd think they know that the waistband is the most important part. I would not buy these for that reason,2017-08-31,I'm so sorry to hear that your shorts aren't performing as expected. Please give our Guest Education Centre a call at 1.877.263.9300 to chat through some options.,1,0,311,bottom,shorts
"Pace Breaker Short
9""",68,3.5,3,RNS1234,,,,,"fit of shorts, overall performance","how short lived the shorts were, piling",,"Great Shorts, But Not Happy with Life",2017-08-27,"I have had these shorts for about a year. They quickly became my favorite shorts; however, piling started to occur very quickly and now the Lululemon logo has completely came off. I am not happy with how short lived these shorts were. These shorts were well taken care of and i followed all the washing instructions, yet i still couldnt avoid the piling and loss of the logo. For shorts with a retail value of $68, i expect the look of the shorts to be maintained for longer than just a year, especially when they were well taken care of. Love these shorts, but very unhappy with piling and the loss of the logo",2017-08-28,"Hey rns1234,
Sorry to hear that your Pace Breaker Short 9"" isn't holding up as expected. We stand behind the quality of our gear and have sent an email your way to discuss this further, and look into our options.",4,0,611,bottom,shorts
"Pace Breaker Short
9""",68,3.5,4,BKH10,"DALLAS, TX",SWEATY GENERALIST,45-54,MUSCULAR,"comfort, fit","liner, price",,"Most comfortable shorts ever, but....",2017-08-26,"I have 10 pair of these shorts and wear these everyday for working out, they are amazing, however I have to replace them about every 6 months because the liner shreds by then. For shorts this expensive, they should last A LOT longer.",2017-08-27,"Hi BKH10,
Thank you for taking the time to share your feedback. We'd like to turn this around and ensure your gear is providing long lasting performance for you. Since it sounds like this isn't the case, please keep an eye on your inbox so we can get to work on a solution for you.",1,0,233,bottom,shorts
"Pace Breaker Short
9""",68,3.5,2,RUNNER121,,RUNNER,18-24,ATHLETIC,,,,"Good shorts, bad quality",2017-08-21,"I own a lot of lululemon that has lasted awhile, but these shorts are disappointing due the hole i have on the seam on the inside of the shorts and the outside liner. Disappointed about the product i was excited about at the beginning. I would not buy these again.",2017-08-22,"Hey runner121,
Sorry to hear that your Pace Breaker Short 9"" isn't holding up as expected. We stand behind the quality of our gear and have sent an email your way to discuss this further, and look into our options.",1,0,264,bottom,shorts
"Pace Breaker Short
9""",68,3.5,2,SHARK10,"SAN JOSE, CA, USA",RUNNER,,LEAN,"comfort, breathability",quality,,"Comfortable and breathable, but quality is an issue",2017-08-10,"When I got this pair of shorts as a gift in May, I loved them; the liner fit perfectly and didn't cause any chaffing or any riding up my leg, the shorts were super breathable, and as an added bonus they really didn't smell bad even after multiple runs. The only thing holding me back from giving these shorts 5 stars is quality--after a run I noticed that there was a tear not in the seams, but right in the middle of the fabric! Ridiculous when you consider the price of these shorts.",2017-08-15,"Hi shark10,
Thanks for taking the time to share this feedback with us- we always want to ensure that our gear is performing for you as intended, and will be sending you an email so we can chat further.",3,0,485,bottom,shorts
"Pace Breaker Short
9""",68,3.5,3,MBP12,VANCOUVER,SWEATY GENERALIST,25-34,ATHLETIC,,liner,,Solid Short but Poor Quality Liner,2017-08-08,"Overall I was satisfied with these shorts except for the liner. They have held up through countless workouts and performed as needed. However, the liner is now starting to rip and fall apart. Please bring back the core shorts!",2017-08-15,"Hi MBP12,
Thank you for taking the time to share your feedback. We'd like to turn this around and ensure your gear is providing long lasting performance for you. Since it sounds like this isn't the case, please keep an eye on your inbox so we can get to work on a solution for you.",2,0,226,bottom,shorts
"Pace Breaker Short
9""",68,3.5,2,PAPAJOE,"CARY, NC, USA",SWEATY GENERALIST,45-54,ATHLETIC,"the ""outer"" looks feels and fits great",liner is of walmart quality,,"Shorts are great, the liner disintegrated",2017-08-03,"I really love the look and comfort of this short, but I had to cut the liner out because it developed so many holes. I also have a Surge short that I'm about to cut the liner out of too. No holes, but it has torn nearly from side-to-side along the seam. I have a pair of A.L.O. shorts with a liner that I got on clearance five years ago and noooo problems. Absolutely would not buy another Lululemon short with a liner again.",2017-08-23,"Hey PapaJoe,
I see that we emailed you on August 4, so I've sent it though again to follow up. Ensure you check your junk folder as well, just in case it landed there!",1,1,425,bottom,shorts
"Pace Breaker Short
9""",68,3.5,1,TOMVALENCIA,,,25-34,ATHLETIC,,,,Quality is a major issue,2017-08-02,Usually I love Lululemon shorts but these really suck. The mesh on the outside of them has gotten fuzzy bits and no longer is straight and smooth looking. The pockets on these shorts are really weird and my phone keeps falling to the side which is very annoying. I really hope Lululemon brings back the Core shorts because those shorts have lasted me over 2 years.,2017-08-03,"Thanks for taking the time to share your feedback. I'd love to get a bit more information on your experience and look into some options. An email is headed your way, so keep an eye out.",1,0,364,bottom,shorts
"Pace Breaker Short
9""",68,3.5,3,CANADIANSURFER,"EDMONTON, AB",RUNNER,25-34,ATHLETIC,look,liner tearing,,Great shorts.. just durability is an issue,2017-07-31,SO. First... LOVE the look of these shorts. They also fit real well. I would recommend them for that reason.,2017-08-01,"Hey Canadiansurfer,
Sorry to hear that your Pace Breaker Short 9"" isn't holding up as expected. We stand behind the quality of our gear and have sent an email your way to discuss this further, and look into our options.",0,0,108,bottom,shorts
"Pace Breaker Short
9""",68,3.5,4,1T2K,SACRAMENTO,SWEATY GENERALIST,35-44,MUSCULAR,"fit, comfort","recent quality, pattern selection",,The Best Men's Short (with a catch),2017-07-26,"I've been a long time fan of the Pace Breaker Short, but I've had two issues with these, of late. My first issue was with flimsy fabric . My 2 most recent pairs seem thinner than normal and already have a few snags on the leg and on the back side. But my biggest Lulu heartbreak was having my Sea Wheeze Pace Breakers catch a door handle and completely rip up the side. I guess not all good things are meant to last. The SW Edition were my favorite shorts, by a mile. My other issue has been with patterns. I can only buy the same patters so many times. White and Black have mostly been my go-to's, but it seems like the women's shorts have the best patterns and colors. I totally get that on average, most men prefer plain and basic colors and patterns, but some, like me, have a preference for the creative looks. I usually spend a lot of buy other people's Saw Wheeze versions of the short (3D Dot, Electric) because the normal men's line seems to stay the same. Thank you for listening and making great product. I hope my feedback helps.",,,2,0,1041,bottom,shorts
"Pace Breaker Short
9""",68,3.5,4,TYDOG,"CHICAGO, IL",RUNNER,18-24,ATHLETIC,"comfort, versatility, style, liner",crotch wear,,"Work, Play, and Live in these!!",2017-07-25,"Amazing! I am in love with these shorts, so much that I have 6 pairs........Honestly though, a great short at a great length that sits right above the knee. I mainly use them for running and laying around the house. My favorite part is the liner because not wearing underwear is amazing!!! I also have a linerless pair, but actually am not a fan because they seem to ride up a lot.",2017-07-25,"Hey TyDog,
Thanks for taking the time to share your feedback. We would love to get a bit more information on your experience and look into some options. An email is headed your way, so keep an eye out.",0,0,381,bottom,shorts
"Pace Breaker Short
9""",68,3.5,3,MDB2408,"CHICAGO, IL, USA",SWEATY GENERALIST,18-24,ATHLETIC,"great fit, liner is very comfortable, large ergonomic pockets","quality is much less than before, snags easily",,Not As Good As They Used To Be...,2017-07-16,"I've owned several pairs of the Pacebreaker shorts from multiple ""generations"" of the product that vary slightly from year to year. I just purchased a new pair that actually had a new Lululemon logo on it I had never seen before. The VERY first time i wore them they developed a snag in the left leg that went about 4 inches up the shorts. It created a noticeable line. I recognize that shorts cannot remain pristine forever but this was the first time i've ever worn the shorts and i have never had a problem before. The same trip, I purchased a new shirt that too developed a snag in it the first day I wore it (not as noticeable though). Lululemon needs to recognize that with the increased competition with other sports apparel companies, they cannot reduce quality and keep the price the same. There are plenty of other options available and I feel that today you pay for the little omega symbol in the circle rather than the great product I used to.",2017-07-17,"Hey MDB2408,
Oh dear. Thanks for taking the time to share this feedback with us- we always want to ensure that our gear is performing for you as intended, and will be sending you an email so we can chat further.
 ",5,0,955,bottom,shorts
"Pace Breaker Short
9""",68,3.5,2,VANLOCAL,"VANCOUVER, BC, CANADA",SWEATY GENERALIST,18-24,SOLID,,,,"Great design, awesome features, quality? hit and miss",2017-07-13,"I have purchased about 12 pairs of this model over the years. It has been my go to for every day wear, gym use and hitting up the lake. Most of my pairs have been totally fine, however the past three of four I have bought I have experienced issues with holes occurring very quickly in the boxer lining and some ripping along the seam of the inner thigh. I am not sure if my pairs have been one off types of cases or a bad batch, however it is extremely frustrating blowing through pairs of shorts so quickly under normal use. Initially I did not question the quality of materials, however I have had some bad experiences. Would love some insight from an employee on the subject matter.",2017-07-14,"Hey VanLocal,
Sorry to hear that your Pace Breaker Short 9"" isn't holding up as expected. We stand behind the quality of our gear and have sent an email your way to discuss this further, and look into our options.",3,0,685,bottom,shorts
"Pace Breaker Short
9""",68,3.5,1,TRIATHLETE128,"SAN DIEGO, CA, USA",RUNNER,35-44,ATHLETIC,style,quality,,Crotch hole galore,2017-07-13,"I've bought plenty of these shorts for my husband - whenever he tells me he likes a pair, I'll buy several more. Until he told me (and I wish he told me much sooner) that practically all of them have a hole in the crotch area, which is really disappointing for something this expensive. I've been a lulu fan forever and converted him to one too, but with 5 out of however many of these shorts he has having holes, I am starting to doubt lulus quality. As a matter of fact, I've been asked not to spend the money on lulu shorts anymore. Mind you, I have plenty of lulu stuff myself, some shorts that are 6+ years old that have held up but I believe it's the newer stuff that break down easily, particularly these shorts, even though we wash and care for them per the instructions we're given. Super disappointed in the quality lulu, what happened?",2017-07-13,"Hey Triathlete128,
Thanks so much for sharing your thoughts today. We stand behind the quality of our gear and will be in touch shortly via email to follow up and help!
Chat soon.",3,0,846,bottom,shorts
"Pace Breaker Short
9""",68,3.5,5,EZRA,SAINT LOUIS MO,SWEATY GENERALIST,25-34,MUSCULAR,"waist band, breathability, pockets, moisture wicking, mobility during exercise, comfort during relaxation",i liked them so much now i have to buy more,,Exactly What I Needed,2017-07-12,"These shorts are fantastic. They are lightweight and breathable. I am a heavy sweater and the moisture wicking ability of these shorts is perfect. They maintain their light and breathable feel even when soaked in sweat. Normally I do not like shorts with those backward zipper pockets, but this pair of shorts has that as an extra pocket rather than the only pocket. That allows me to secure something if I need it secured during periods of high movement, (ID, Keys, Credit Card) or if I am not worried about any of those things falling out (during periods of low movement) then I can keep my items in the regular pockets where they are easier to access. The shorts slide on and off easily, but maintain their grip on my hips when I am sweaty and performing rigorous exercise. That has been an issue with several pairs of shorts in the past where after getting sweaty, the shorts become so heavy that they fall down, or I would have to secure them so strictly with a tie string that it becomes a hassle. The waistband of these holds up without any extra worry from me. I highly recommend these shorts for anyone who sweats as much as I do (and I am in a humid environment so the sweat doesn't leave).",,,0,0,1200,bottom,shorts
"Pace Breaker Short
9""",68,3.5,4,SHORTSDUDE,"NASHVILLE, TN",SWEATY GENERALIST,25-34,SLIM,"comfort, materials, lightweight",liner durability,,Pace Breaker good and bad,2017-07-11,I have two pairs of these and their amazing. They're my go to's for running or working out and the zipper pocket fits my wallet perfectly. The liner is extremely comfortable but it's starting to get holes after a few months of wear which is a bummer. The zipper pocket fits my wallet which is one less thing to worry about and they're not restricting of movement at all. By far the best shorts I own.,2017-07-12,"Hey shortsdude,
Thanks so much for sharing your thoughts today. We stand behind the quality of our gear and will be in touch shortly via email to follow up and help!
Chat soon.",0,0,400,bottom,shorts
"Pace Breaker Short
9""",68,3.5,2,HOOGS3,"OTTAWA, ON",SWEATY GENERALIST,35-44,,very comfortable,liner ripped,,Liner broke down quickly,2017-06-27,"I love these shorts, but the liner already has holes. Disappointed as these are great shorts for all activities.",2017-06-27,"Hey Hoogs3,
Thank you for reaching out to us. Holes are definitely not what we want to hear and we stand behind the quality of our gear. Keep an eye out for our email as we want to resolve the issue as soon as possible for you.",1,0,112,bottom,shorts
"Pace Breaker Short
9""",68,3.5,2,ROOZS,"LOS ANGELES, CA",YOGI,25-34,SLIM,,,,Poor Quality :(,2017-06-26,"Honestly, love the feel of the shorts, but they're literally falling a part. I have washed the shorts about 5-6 times and now the stitching on the our edges and inner lining is falling a part. At such a high price point I don't think I would invest in these shorts again. Would not recommend.",2017-06-27,"Hey Roozs,
Thanks for taking the time to reach out to us. I'm sorry to hear you are experiencing tearing with your Pace Breaker Short 9"", I know this is not the look you want it to have. We stand behind the quality of our gear and if our gear doesn't perform for you - we'd love to help you out. Stop by your local store or give our GEC a call at 1.877.263.9300 and they'll help work on a resolution with you.",1,0,292,bottom,shorts
"Pace Breaker Short
9""",68,3.5,5,HOURONE,OHIO,SWEATY GENERALIST,18-24,ATHLETIC,"design, color options",rolling waiste band,,Go to shorts,2017-06-08,"I love these shorts! I own 7+ pairs and they are my favorite thing to wear while working out. The waiste band does roll as they start to get older, but other than that they have held up really well and I can't wear any other style anymore.",,,0,0,239,bottom,shorts
"Pace Breaker Short
9""",68,3.5,2,JBA11,"AUSTIN, TX, USA",SWEATY GENERALIST,25-34,,color wasn't the usual boring black/grey/dark,"thin material, liner isn't snug, pilled fabric, quality of construction",,"Frayed/loose threads, pilling, and thinner material.",2017-05-25,"These shorts used to be made of more durable-feeling material (before they went to the fly-flap on the front); now it just feels like thin fabric. The pair I have has a frayed thread about a centimeter long on the crotch, and there are three spots with pilling by one of the pockets. And I'm not sure what the deal with the liner is, but it's looser than the old design, also feels thinner, and rides up easily. I tried these out in the gym, and they work 'just okay', but I'm definitely disappointed in the quality of construction. At this price point, you kind of expect something more well-built - and you would've gotten that with the old style of shorts.",2017-05-25,"Hey JBA11,
We're sorry to hear your gear isn't performing and we'd love to lend a helping hand. Keep an eye out for an email coming your way so we can help.
Chat with you soon.",0,0,659,bottom,shorts
"Pace Breaker Short
9""",68,3.5,3,CHIPPERJONES,"CHARLESTON, SC, USA",SWEATY GENERALIST,35-44,ATHLETIC,quality,colors are all dull with patterns or prints,,Offer Some Solid Color Options for Men's Pace Breaker Shorts bedsides just Black,2017-05-03,"I own numerous pairs of the Pace Breaker shorts and love them, but it's been several years since I bought a new pair mainly because the designers of the shorts only offer these patterns and weird prints with boring and dull colors now. The only solid color options offered now seem to just be black.",,,29,2,299,bottom,shorts
"Pace Breaker Short
9""",68,3.5,4,RUNN1NGMAN,"SAN JOSE, CA",RUNNER,35-44,MUSCULAR,fit lightweight anti-chafing,overall construction is a bit flimsy,,Great short if they lasted longer than 3 months,2017-04-29,"These are by far my favorite shorts for running. I train/run for half marathons and need a good, lightweight short that prevents chafing. I have several pairs of these shorts since they are the only shorts I will run in. One thing I have noticed is that the shorts disintegrate at the seams in about 3-4 months. These are some of the most expensive shorts on the market for running. My expectation is that they would last longer than 3-4 months. Any feedback on a solution for this issue would be awesome.",2017-04-29,"Hi Runn1ngMan,
We're sorry to hear you're experiencing unraveling seams with your Pace Breaker Short 9"". We would love to get a better understanding why you may be experiencing this. We have sent you an email to have a further chat.",1,0,505,bottom,shorts
"Pace Breaker Short
9""",68,3.5,4,RUNTC,"MINNEAPOLIS, MN, USA",RUNNER,,SLIM,"versatility, liner, fit and feel, modesty, color options","lack of a key pouch in the waistband, a bit wide for a slim-built person",,Great all-purpose shorts,2017-04-26,"Full-time runner. Part-time yogi, biker & Nordic skier.",,,15,2,55,bottom,shorts
"Pace Breaker Short
9""",68,3.5,4,RUNSOFARAWAY,"SAN DIEGO, CA",RUNNER,25-34,ATHLETIC,no chafe comfortable,liner rips too easily,,Amazing Shorts - Rip too easily,2017-04-26,"These are by far my favorite shorts, and I've bought several of these over the past few months (currently I have 3 that I use in rotation). I run around 20-30 miles per week and these have been the best shorts for preventing any chafing. They are pretty stylish and I usually wear them as casual shorts as well. It would be great if there was a 7inch version with a boxer length liner.",2017-04-26,"Hi RunSoFarAway,
Thank you for taking the time to share your feedback with us. I'm so sorry to hear that the liner of your Pace Breaker Short 9"" is ripping, and would love to work out a solve because we stand behind our gear. Keep an eye on your inbox—I'll be sending a follow up email your way.",0,1,385,bottom,shorts
"Pace Breaker Short
9""",68,3.5,5,JEMM,"CALGARY, AB",,25-34,ATHLETIC,,,,Great shorts,2017-04-20,I bought these shorts for my boyfriend and he has bought SEVERAL more over the last few years. The liner did rip on one pair but he definitely felt they had fulfilled their cost per wear by that point and has continued to buy more colours. His racket club requires white attire on the courts and he would buy a new white pair at least once a year. Any chance the whites will come back?,,,0,0,385,bottom,shorts
"Pace Breaker Short
9""",68,3.5,3,OMEGA,BAY AREA,RUNNER,18-24,SLIM,"breathability, moisture-wicking, drawstrings","secure pocket too small, cheap plastic zipper pull grip",,New Zipper Pull Grips Bad Quality,2017-04-15,"I own many different versions of the Run Response/Pace Breaker Short from recent years (2011-present). The latest mid-2017 version has new silver and black zipper pulls that (I'm guessing) are supposed to help with grip but do just the opposite. While I like the new design of the zipper, the plastic grip on it is not durable at all and has already ripped. I had to take my newest pair of PBs to a store to exchange for the early-2017 version with the fully-solid silver zipper. BRING BACK the zippers from 2012 that had removable zipper pull grips that made zipping that tiny pocket a single-handed ordeal, whereas these tiny zippers require both-hands to close.",,,1,1,664,bottom,shorts
"Pace Breaker Short
9""",68,3.5,3,BAABAMAAL,"KIRKLAND, WA, USA",YOGI,45-54,ATHLETIC,"the outer material, the fit",poor quality of the inner support liner,,Expected better quality for the price,2017-04-12,"I own three pairs of these shorts and use them only for Hot Yoga. They provide good support, hold up well over the 75 minute session with the extreme sweat that is generated in the class. I rotate them once a week - so use once, machine wash/dry each week. I've had these for 6 months and now the supporting liner inside the shorts seems to be tearing for 2 of these shorts. I've tried to sew up the little tears but there are new tears which have appeared. Shame really, as I like these a lot, but for the price I expect better quality.",2017-04-12,"Hey Baabamaal,
Thanks for following up on the torn liner you're experiencing with your Pace Breaker Short 9"". An email is headed your way so we can chat some more.
Speak soon.",0,1,537,bottom,shorts
"Pace Breaker Short
9""",68,3.5,2,MEOWWW,"SAN FRANCISCO, CA, USA",SWEATY GENERALIST,25-34,ATHLETIC,"fit, desgin",durability,,Okay Shorts,2017-04-07,"I am a fitness instructor who does personal training and teaches group classes.. I really love the feel and quality of the shorts and tank tops, but have grown to be disappointed lately. I own a few pairs of these 9"" Pace Breaker shorts and a couple of the 7"" Pace Breaker shorts . After about 4 times wearing one of the 9"" Pace Breaker shorts, the leg seams are coming out and it looks like the thread rolls into balls. I also noticed a small hole and am afraid it will grow bigger. I really do like these shorts and the design, but I am disappointed how they are not very durable.",2017-04-08,"Hey Meowww,
Thanks for taking the time to get in touch today. We'll be sending an email your way with some solutions and to continue this conversation.
Chat with you soon.",1,2,582,bottom,shorts
"Pace Breaker Short
9""",68,3.5,1,JTAI,NEW YORK,RUNNER,25-34,ATHLETIC,,,,close but not as amazing as before,2017-04-05,I was just really dumb and lost my favorite pair of Lululemon pace breaker 9 inch with the luxtreme liner from 2015. Biggest mistake of my life. Totally on me.,,,1,1,159,bottom,shorts
"Pace Breaker Short
9""",68,3.5,4,POOKIEBEAR,"BALTIMORE, MD, USA",SWEATY GENERALIST,25-34,ATHLETIC,"fit, comfort",liner tears,,Awesome All Around Shorts,2017-03-31,"I love to wear these shorts over the Surge tights. They are short enough to move around unencumbered but long enough to cover my big legs. I like to wear them for numerous activities from training to playing soccer, One drawback is that the liner seems to be very thin and has developed a few tears in my favorite black pair from general use.",2017-03-31,"Hey Pookiebear,
Thanks for taking the time to get in touch about your Pace Breaker Short 9"". An email is coming your way so we can follow up and lend a helping hand.
Chat with you soon.",1,0,342,bottom,shorts
"Pace Breaker Short
9""",68,3.5,5,YOGIPRACTITIONER,"HUNTINGTON BEACH, CA, USA",YOGI,25-34,SLIM,,,,Great Short,2017-03-14,I mainly wear these shorts for yoga and they perform exceptionally well. I have several shorts in my rotation and these are one of my favorites. Great quality and performance.,,,1,0,175,bottom,shorts
"Pace Breaker Short
9""",68,3.5,4,WMUBRONCO,"CHICAGO, IL, USA",SWEATY GENERALIST,25-34,ATHLETIC,the length and style of the shorts.,inside liner has ripped,,Pace Breaker Shorts,2017-03-08,I love these shorts but the inside liner has ripped on both pair that i own.,2017-03-08,"Hi WMUBronco,
Oh dear, I'm sorry to hear you're experiencing ripping with the liner of your Pace Breaker Short 9"". We stand behind our quality and would love to turn things around, so I'm sending you an email to continue the conversation.",3,0,76,bottom,shorts
"Pace Breaker Short
9""",68,3.5,5,KBBQ,"PASADENA, CA, USA",,UNDER 18,ATHLETIC,,,,Light and Versatile,2017-03-06,"These shorts are truly spectacular. I have a 30 waist, which means that I wear a size small for Lulu shorts. These shorts fit perfectly, are extremely light, and have pockets that are not too big or too small. Cannot think of any reason to dislike these shorts. I personally wash these with other Lulu items in addition to hang drying them, in case anyone is curious on how to care for them.",,,1,0,391,bottom,shorts
"Pace Breaker Short
9""",68,3.5,4,GERTZY,CHICAGO,SWEATY GENERALIST,25-34,SOLID,"quality, lightweight, style, fit",pocket too small for some phones,,"Mostly great, with an easily fixable flaw",2017-02-14,"I received a pair of these for Christmas from my girlfriend who has been wearing lululemon since 2010. I think she finally grew tired of me scoffing at the price tags and bought these as an exercise in ""don't knock it 'til you try it."" I quickly fell in love with the fit and feel of the shorts. They're light and breathable and the liner is snug without being restrictive, even on my 24"" (yes TWO FEET) thighs. I quickly bought a second pair.",,,2,0,443,bottom,shorts
